연번,시설번호,수리형식,시도명,시군구명,시군구코드,도로명주소,지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할소방서명,소방서전화번호,표지설치여부,설치주체,적색노면표시,비고
641,동부-북문-지상-117,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 수영로353번길 45 (용담동),충청북도 청주시 상당구 용담동 469,36.63382078,127.5120623,"용담동 308-5, 우미2차@입구사거리",북문119안전센터,Y,Y,2017,1.0,4.4,100,청주동부소방서,043-251-0124,,,,
642,동부-북문-지상-100,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 직지대로 846 (우암동),충청북도 청주시 청원구 우암동 337-1,36.6487741,127.4848161,진천쌀상회 앞 도로,북문119안전센터,Y,Y,1900,1.0,4.5,100,청주동부소방서,043-251-0124,,,,
643,동부-북문-지상-101,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 향군로 39 (우암동),충청북도 청주시 청원구 우암동 347-1,36.6492632,127.4861774,북부시장 제2게이트 입구,북문119안전센터,N,Y,1900,1.0,4.5,100,청주동부소방서,043-251-0124,,,,
644,동부-북문-지상-012,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 교동로 41-1 (수동),충청북도 청주시 상당구 수동 197-2,36.6376044,127.4945143,수동남부경로당 옆,북문119안전센터,N,Y,1900,1.0,4.4,100,청주동부소방서,043-251-0124,,,,
645,동부-북문-지상-011,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 우암산로 40 (수동),충청북도 청주시 상당구 수동 166-7,36.63974712,127.4944025,"리프레쉬커피숍 옆,계명사 입구",북문119안전센터,Y,Y,1900,1.0,5.6,100,청주동부소방서,043-251-0124,,,,
646,동부-북문-지상-099,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 향군로41번길 30 (우암동),충청북도 청주시 청원구 우암동 337-4,36.64850129,127.4850672,깡철이 주막,북문119안전센터,N,Y,1900,1.0,4.5,100,청주동부소방서,043-251-0124,,,,
647,동부-북문-지상-103,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 수암로54번길 3-1 (수동),충청북도 청주시 상당구 수동 83-2,36.64702073,127.4943399,수동 83-2,북문119안전센터,Y,Y,2011,1.0,4,100,청주동부소방서,043-251-0124,,,,
648,동부-북문-지상-106,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 수암로56번길 15-1 (수동),충청북도 청주시 상당구 수동 81-44,36.64721581,127.4949772,북상108호 밑 내리막길,북문119안전센터,Y,Y,2013,1.0,4,100,청주동부소방서,043-251-0124,,,,
649,동부-북문-지상-108,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 수암로36번길 37 (수동),충청북도 청주시 상당구 수동 81-170,36.64684531,127.4955944,수암골주차장 밑 계단아래,북문119안전센터,N,Y,1900,1.0,3,100,청주동부소방서,043-251-0124,,,,
650,동부-북문-지상-081,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 산성로27번길 6 (탑동),충청북도 청주시 상당구 탑동 129-6,36.62665111,127.4989411,양지경로당 앞,북문119안전센터,Y,Y,1900,1.0,5,100,청주동부소방서,043-251-0124,,,,
651,동부-북문-지상-115,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 당산로 78 (용담동),충청북도 청주시 상당구 용담동 147-2,36.63484211,127.5038931,풍년마트 옆,북문119안전센터,Y,Y,1900,1.0,4.7,100,청주동부소방서,043-251-0124,,,,
652,동부-북문-지상-092,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 산성로116번길 28 (용담동,드림21)",충청북도 청주시 상당구 용담동 411,36.63239586,127.5057678,불가마사우나 뒤편 인도상,북문119안전센터,N,Y,1900,1.0,4.5,150,청주동부소방서,043-251-0124,,,,
653,동부-북문-지상-098,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 향군로31번길 12-8 (우암동),충청북도 청주시 청원구 우암동 347-8,36.64872053,127.4861955,병천식당 옆 도로,북문119안전센터,N,Y,1900,1.0,5.1,100,청주동부소방서,043-251-0124,,,,
654,동부-북문-지상-074,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 교동로 143 (용담동),충청북도 청주시 상당구 용담동 156-6,36.63552911,127.5032885,교동로 143 주택 옆 인도,북문119안전센터,N,Y,2008,1.0,4.7,100,청주동부소방서,043-251-0124,,,,
655,동부-북문-지상-123,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 용담로 94 (대성동, 무지개아파트, 가동)",충청북도 청주시 상당구 대성동 4,36.63259557,127.5011993,탑공인중개사 맞은편,북문119안전센터,Y,Y,2019,1.0,4.7,100,청주동부소방서,043-251-0124,,,,
656,동부-북문-지상-113,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 당고개로26번길 51 (대성동),충청북도 청주시 상당구 대성동 30-56,36.63451415,127.4989697,정자 아래쪽,북문119안전센터,Y,Y,2016,0.5,4.7,80,청주동부소방서,043-251-0124,,,,
657,동부-북문-지상-030,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 용담로 132 (용담동),충청북도 청주시 상당구 용담동 141-1,36.63456371,127.5045459,용담파출소전 일차로식당 건너편,북문119안전센터,Y,Y,1900,1.0,3,100,청주동부소방서,043-251-0124,,,,
658,동부-북문-지상-049,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 용담로 50 (탑동, 센트럴 힐데스하임, 215동)",충청북도 청주시 상당구 탑동 390,36.62883759,127.4969261,동산교회 앞,북문119안전센터,Y,Y,1900,1.5,4.4,100,청주동부소방서,043-251-0124,,,,
659,동부-북문-지상-036,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 교서로110번길 23 (우암동),충청북도 청주시 청원구 우암동 331-16,36.64627211,127.4851625,충북 청주시석유방향 소방도로,북문119안전센터,Y,Y,1900,1.0,4.6,100,청주동부소방서,043-251-0124,,,,
660,동부-북문-지상-055,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 교서로 186 (우암동),충청북도 청주시 청원구 우암동 404-9,36.65200966,127.4795213,복개도로 청주철강 옆,북문119안전센터,Y,Y,1900,1.0,5,100,청주동부소방서,043-251-0124,,,,
661,동부-북문-지상-051,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 탑동로 71 (탑동,애니카랜드)",충청북도 청주시 상당구 탑동 47-2,36.63138757,127.5010799,애니카랜드금천점 맞은편 인도,북문119안전센터,N,Y,1900,1.0,4.8,100,청주동부소방서,043-251-0124,,,,
662,동부-북문-지상-004,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 상당로143번길 27 (북문로2가),충청북도 청주시 상당구 북문로2가 122-1,36.64091611,127.4882858,동경찻집 앞,북문119안전센터,N,Y,1900,1.0,4.6,100,청주동부소방서,043-251-0124,,,,
663,동부-북문-지상-122,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 대성로 150 (수동,자연과학교육원)",충청북도 청주시 상당구 수동 180,36.63856953,127.4926603,충북 청주시과학교육원 사거리 신호등 옆,북문119안전센터,Y,Y,2019,1.0,4.8,100,청주동부소방서,043-251-0124,,,,
664,동부-북문-지상-090,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 당고개로 18 (대성동,영일빌라)",충청북도 청주시 상당구 대성동 120-10,36.63476211,127.4972416,대성노인요양원건물 오른쪽,북문119안전센터,Y,Y,2019,0.5,5,80,청주동부소방서,043-251-0124,,,,
665,동부-북문-지상-120,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 교동로47번길 33 (수동,대한성공회청주수동교회)",충청북도 청주시 상당구 수동 202-1,36.63849894,127.4938481,성공회수동교회입구,북문119안전센터,Y,Y,2018,1.0,4.8,100,청주동부소방서,043-251-0124,,,,
666,동부-북문-지상-050,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 산성로9번길 42 (탑동),충청북도 청주시 상당구 탑동 151-5,36.62529036,127.4962352,이브자리 앞 인도,북문119안전센터,Y,Y,2017,1.0,4.5,100,청주동부소방서,043-251-0124,,,,
667,동부-북문-지상-054,지상식,충청북도,청주시,43114,"충청북도 청주시 청원구 대성로 249 (우암동,동암파출소)",충청북도 청주시 청원구 우암동 141-3,36.64768451,127.491483,우암초교 뒤  구 동암치안센터 사거리,북문119안전센터,N,Y,1900,1.0,4,100,청주동부소방서,043-251-0124,,,,
668,동부-북문-지상-035,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 수암로 98-10 (우암동),충청북도 청주시 청원구 우암동 19,36.6508462,127.4938174,쇼킹김밥 건너편,북문119안전센터,Y,Y,1900,1.0,4,100,청주동부소방서,043-251-0124,,,,
669,동부-북문-지상-129,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 명암로 30 (용담동),충청북도 청주시 상당구 용담동 산59-10,36.63886241,127.5099931,명암저수지 입구,북문119안전센터,Y,Y,2023,1.0,4.5,100,청주동부소방서,043-251-0124,,,,
670,동부-북문-지상-116,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 명암로 7-36 (용담동, 용담동 연립주택, 104동)",충청북도 청주시 상당구 용담동 89-25,36.638840100763,127.50758835166,선광로즈웰 앞,북문119안전센터,Y,Y,2017,1.0,4,100,청주동부소방서,043-251-0124,,,,
671,동부-북문-지상-119,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 산성로147번길 60-1 (용담동),충청북도 청주시 상당구 용담동 100-7,36.637679674175,127.50658278804,용담동 100-26,북문119안전센터,Y,Y,2018,1.0,4.5,100,청주동부소방서,043-251-0124,,,,
672,동부-북문-지상-028,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 당산로 101 (용담동,로광방재안전관리)",충청북도 청주시 상당구 용담동 337,36.636298183826,127.50564289832,현대공업사 우측 주택 앞,북문119안전센터,N,Y,1900,1.0,6,100,청주동부소방서,043-251-0124,,,,
673,동부-북문-지상-039,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 직지대로848번길 29 (우암동),충청북도 청주시 청원구 우암동 1202-1,36.64805611,127.4858721,북부시장 공원 입구,북문119안전센터,N,Y,1994,1.0,4,100,청주동부소방서,043-251-0124,,,,
674,동부-북문-지상-008,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 상당로121번길 6 (북문로2가),충청북도 청주시 상당구 북문로2가 116-35,36.63924615,127.4896041,중앙시장 북동 공주상사 앞,북문119안전센터,N,Y,1990,1.0,4.7,100,청주동부소방서,043-251-0124,,,,
675,동부-북문-지상-007,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 중앙로 22-2 (북문로2가),충청북도 청주시 상당구 북문로2가 92-4,36.63897219,127.4888888,중앙시장 남동 대오이용원 앞,북문119안전센터,N,Y,1990,1.0,5,100,청주동부소방서,043-251-0124,,,,
676,동부-북문-지상-045,지상식,충청북도,청주시,43114,"충청북도 청주시 청원구 향군로108번길 32 (우암동,우암상가 맨션)",충청북도 청주시 청원구 우암동 375-1,36.65485791,127.4837468,우성상가 앞,북문119안전센터,N,Y,1995,1.5,4.5,100,청주동부소방서,043-251-0124,,,,
677,동부-북문-지상-094,지상식,충청북도,청주시,43114,"충청북도 청주시 청원구 향군로 31 (우암동, ,동부지사)",충청북도 청주시 청원구 우암동 1202-1,36.64852311,127.4866291,"주차장 옆, 영축산물유통 앞 도로",북문119안전센터,N,Y,1971,1.0,4.5,100,청주동부소방서,043-251-0124,,,,
678,동부-북문-지상-095,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 향군로31번길 15 (우암동),충청북도 청주시 청원구 우암동 1202-1,36.64824211,127.4861531,"상인회 사무실 앞, 오복혼수 앞 도로",북문119안전센터,N,Y,1971,1.0,3.5,100,청주동부소방서,043-251-0124,,,,
679,동부-북문-지상-096,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 향군로31번가길 1-17 (우암동),충청북도 청주시 청원구 우암동 1202-1,36.64824811,127.4856621,북부기물 앞 도로,북문119안전센터,N,Y,1971,1.0,4,100,청주동부소방서,043-251-0124,,,,
680,동부-북문-지상-020,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 교동로 31 (수동),충청북도 청주시 상당구 수동 242,36.63723228,127.4938491,"수동유료주차장 옆, 횡단보도",북문119안전센터,Y,Y,1900,1.0,4.5,100,청주동부소방서,043-251-0124,,,,
681,동부-북문-지상-034,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 용담로105번길 77 (용담동),충청북도 청주시 상당구 용담동 351,36.636820683874,127.50034353288,모드니아파트 인근 주소지 주택 앞,북문119안전센터,Y,Y,1900,1.0,4.7,100,청주동부소방서,043-251-0124,,,,
682,동부-북문-지상-109,지상식,충청북도,청주시,43111,"충청북도 청주시 상당구 교동로 9 (수동, ,A동)",충청북도 청주시 상당구 수동 323,36.637466592487,127.49075118817,일등플란트치과 뒷도로 일방통행 시작점 모퉁이,북문119안전센터,Y,Y,1900,1.0,4.8,100,청주동부소방서,043-251-0124,,,,
683,동부-북문-지상-085,지상식,충청북도,청주시,43111,충청북도 청주시 상당구 상당로 112 (북문로2가),충청북도 청주시 상당구 수동 324,36.63815184623,127.49065490001,마디사랑병원 주차장 맞은 편 공용주차안내소 옆,북문119안전센터,N,Y,1900,1.0,4.4,100,청주동부소방서,043-251-0124,,,,
684,동부-오창-지상-074,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 오창중앙로 121 (신우빌딩),충청북도 청주시 청원구 오창읍 각리 663,36.70932206055,127.41721375139,각리637-1,오창119안전센터,Y,Y,2020,0.8,7,65,청주동부소방서,043-251-0124,,,,
685,동부-오창-지상-038,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 주성1길 18,충청북도 청주시 청원구 오창읍 주성리 615,36.732817319647,127.45094925349,이디야커피 앞,오창119안전센터,Y,Y,2020,1.0,4.2,100,청주동부소방서,043-251-0124,,,,
686,동부-오창-지상-013-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉1길 59-2,충청북도 청주시 청원구 오창읍 두릉리 96-1,36.745360479975,127.34650120149,삼거리 중앙,오창119안전센터,Y,Y,1900,1.0,3,80,청주동부소방서,043-251-0124,,,,
687,동부-오창-지상-058,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 837,충청북도 청주시 청원구 오창읍 성산리 78-1,36.737910593468,127.4234282963,아하물류센터 입구 건너편,오창119안전센터,Y,Y,2024,1.0,3,200,청주동부소방서,043-251-0124,,,,
688,동부-오창-지상-057,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 양청송대길 44,충청북도 청주시 청원구 오창읍 송대리 326,36.715228968151,127.44094362192,한림의료기 사옥 앞,오창119안전센터,Y,Y,2024,1.2,4,100,청주동부소방서,043-251-0124,,,,
689,동부-오창-지상-056,지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 939-8,충청북도 청주시 청원구 오창읍 양지리 199,36.741625300232,127.4340966874,용화선원 맞은편쪽 버스정류장 옆,오창119안전센터,Y,Y,2024,1.0,2.5,150,청주동부소방서,043-251-0124,,,,
690,동부-오창-지상-008-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉1길 61-52,충청북도 청주시 청원구 오창읍 두릉리 659,36.74614111,127.3449111,창고 앞,오창119안전센터,Y,Y,1900,1.0,7,50,청주동부소방서,043-251-0124,,,,
691,동부-오창-지상-011-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉1길 3,충청북도 청주시 청원구 오창읍 두릉리 638-16,36.74010571,127.3476011,주택 앞 삼거리,오창119안전센터,Y,Y,1900,1.4,6,300,청주동부소방서,043-251-0124,,,,
692,동부-오창-지상-012-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉길 39-5,충청북도 청주시 청원구 오창읍 두릉리 355,36.74088771,127.3432661,삼거리 전봇대 옆,오창119안전센터,Y,Y,1900,1.0,4,50,청주동부소방서,043-251-0124,,,,
693,동부-오창-지상-017-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 복현3길 21-25,충청북도 청주시 청원구 오창읍 복현리 183-4,36.744387628938,127.45243196249,복현3리경로당 근처,오창119안전센터,N,Y,1900,0.6,3,100,청주동부소방서,043-251-0124,,,,
694,동부-오창-지상-018-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 화복로 1006,충청북도 청주시 청원구 오창읍 복현리 220-1,36.74795111,127.4478311,화복로1006 주택 입구,오창119안전센터,Y,Y,1900,1.1,확인불가,100,청주동부소방서,043-251-0124,,,,
695,동부-오창-지상-019-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 화복로 795-6,충청북도 청주시 청원구 오창읍 복현리 398,36.74981111,127.4273411,복현2리경로당근처,오창119안전센터,N,Y,1900,1.4,3,100,청주동부소방서,043-251-0124,,,,
696,동부-오창-지상-031-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 51-3,충청북도 청주시 청원구 오창읍 성재리 950-3,36.734043560208,127.3514995304,pole(폴)-미유테크 사이,오창119안전센터,Y,Y,1900,1.6,6,100,청주동부소방서,043-251-0124,,,,
697,동부-오창-지상-032-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 51-3,충청북도 청주시 청원구 오창읍 성재리 15-2,36.73479611,127.3524821,비제이바이오켐 정문에서 우회전,오창119안전센터,Y,Y,1900,1.7,6,75,청주동부소방서,043-251-0124,,,,
698,동부-오창-지상-033-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 51-6,충청북도 청주시 청원구 오창읍 성재리 950-5,36.73317111,127.3512641,하람 공장,오창119안전센터,Y,Y,1900,1.6,6,100,청주동부소방서,043-251-0124,,,,
699,동부-오창-지상-034-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 51-7,충청북도 청주시 청원구 오창읍 성재리 959,36.73361911,127.3498511,티앤에스 공장,오창119안전센터,Y,Y,1900,1.5,6,100,청주동부소방서,043-251-0124,,,,
700,동부-오창-지상-035-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 50-3,충청북도 청주시 청원구 오창읍 성재리 960,36.73290681,127.3521551,J2K바이오,오창119안전센터,Y,Y,1900,1.6,4,100,청주동부소방서,043-251-0124,,,,
701,동부-오창-지상-036-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 50-5,충청북도 청주시 청원구 오창읍 성재리 987,36.73156871,127.3517383,세움산업,오창119안전센터,Y,Y,1900,1.7,4.5,100,청주동부소방서,043-251-0124,,,,
702,동부-오창-지상-037-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 49,충청북도 청주시 청원구 오창읍 성재리 961,36.73226661,127.3499424,현대모비스,오창119안전센터,Y,Y,1900,1.7,4,100,청주동부소방서,043-251-0124,,,,
703,동부-오창-지상-038-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 49,충청북도 청주시 청원구 오창읍 성재리 960,36.73133981,127.3498524,3산업단지 내,오창119안전센터,Y,Y,1900,1.7,5,100,청주동부소방서,043-251-0124,,,,
704,동부-오창-지상-039-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 48-1,충청북도 청주시 청원구 오창읍 성재리 968,36.73361431,127.3478394,3산업단지 내,오창119안전센터,Y,Y,1900,1.6,4.5,100,청주동부소방서,043-251-0124,,,,
705,동부-오창-지상-040-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 48-5,충청북도 청주시 청원구 오창읍 성재리 949,36.73446531,127.3490052,3산업단지 내,오창119안전센터,Y,Y,1900,1.7,4.5,100,청주동부소방서,043-251-0124,,,,
706,동부-오창-지상-041-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 46-1,충청북도 청주시 청원구 오창읍 성재리 975,36.73246881,127.3466831,3산업단지 내,오창119안전센터,Y,Y,1900,1.7,3,100,청주동부소방서,043-251-0124,,,,
707,동부-오창-지상-042-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 46-2,충청북도 청주시 청원구 오창읍 성재리 960,36.73224811,127.3452903,3산업단지 내,오창119안전센터,Y,Y,1900,1.5,4,100,청주동부소방서,043-251-0124,,,,
708,동부-오창-지상-043-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 46-5,충청북도 청주시 청원구 오창읍 성재리 960,36.73060481,127.3476929,3산업단지 내,오창119안전센터,Y,Y,1900,1.6,3,100,청주동부소방서,043-251-0124,,,,
709,동부-오창-지상-044-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 49,충청북도 청주시 청원구 오창읍 성재리 961,36.73189311,127.3480471,현대모비스 정문 인근,오창119안전센터,Y,Y,1900,1.5,6,100,청주동부소방서,043-251-0124,,,,
710,동부-오창-지상-045-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 46-3,충청북도 청주시 청원구 오창읍 성재리 987,36.73085511,127.3458791,다솔푸드테크,오창119안전센터,Y,Y,1900,1.6,6,100,청주동부소방서,043-251-0124,,,,
711,동부-오창-지상-046-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉유리로 42,충청북도 청주시 청원구 오창읍 성재리 982,36.73201611,127.3433751,성재근린공원 주차장,오창119안전센터,Y,Y,1900,1.8,6,100,청주동부소방서,043-251-0124,,,,
712,동부-오창-지상-052-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 2산단1로 14,충청북도 청주시 청원구 오창읍 송대리 353,36.73143098,127.450245,cu편의점 앞,오창119안전센터,Y,Y,1900,1.4,4.5,100,청주동부소방서,043-251-0124,,,,
713,동부-오창-지상-056-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 미래지로 40,충청북도 청주시 청원구 오창읍 용두리 15-3,36.73143111,127.4007111,미래지공원 연꽃습지원 앞,오창119안전센터,Y,Y,1900,1.0,7,100,청주동부소방서,043-251-0124,,,,
714,동부-오창-지상-057-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 용두1길 50,충청북도 청주시 청원구 오창읍 용두리 205,36.73393111,127.3954111,도로 옆 밭 부근,오창119안전센터,N,Y,1900,1.0,4,75,청주동부소방서,043-251-0124,,,,
715,동부-오창-지상-058-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 용두1길 10-87,충청북도 청주시 청원구 오창읍 용두리 170,36.73211511,127.4050411,한옥마을 입구,오창119안전센터,Y,Y,1900,1.4,5,100,청주동부소방서,043-251-0124,,,,
716,동부-오창-지상-075-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 2산단4로 45 (오창모아미래도와이드파크),충청북도 청주시 청원구 오창읍 주성리 656,36.736888,127.448002,도로 옆,오창119안전센터,Y,Y,1900,1.0,3.5,100,청주동부소방서,043-251-0124,,,,
717,동부-오창-지상-074-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 2산단4로 55 (대원 칸타빌 아파트),충청북도 청주시 청원구 오창읍 주성리 656,36.738318296876,127.4513327081,대원칸타빌 209동 앞,오창119안전센터,Y,Y,1900,1.0,4,100,청주동부소방서,043-251-0124,,,,
718,동부-오창-지상-076-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 2산단4로 17,충청북도 청주시 청원구 오창읍 주성리 656,36.735549,127.446712,도로 옆,오창119안전센터,Y,Y,1900,1.6,4.5,100,청주동부소방서,043-251-0124,,,,
719,동부-오창-지상-077-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 2산단4로 9,충청북도 청주시 청원구 오창읍 창리 164-1,36.734575740708,127.44553387565,도로 옆,오창119안전센터,Y,Y,1900,2.2,4.5,100,청주동부소방서,043-251-0124,,,,
720,동부-오창-지상-078-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 2산단4로 9,충청북도 청주시 청원구 오창읍 창리 164-1,36.735132887379,127.44474220253,(주성공원 삼거리에서 뽈리나어린이집 방향으로 120m),오창119안전센터,Y,Y,1900,1.6,4,100,청주동부소방서,043-251-0124,,,,
721,동부-오창-지상-079-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 꽃화산1길 14,충청북도 청주시 청원구 오창읍 화산리(花山) 86-1,36.72140511,127.3909088,화신리마을회관 옆,오창119안전센터,Y,Y,1900,100.0,6,100,청주동부소방서,043-251-0124,,,,
722,동부-오창-지상-081-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 꽃화산2길 3,충청북도 청주시 청원구 오창읍 화산리(花山) 105-1,36.72182681,127.3892711,그랜드가든 옆 밭,오창119안전센터,N,Y,1900,1.0,1,50,청주동부소방서,043-251-0124,,,,
723,동부-오창-지상-085-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 구룡길 4,충청북도 청주시 청원구 오창읍 구룡리 445,36.711612521272,127.41059331542,구룡택지로 입구 인근,오창119안전센터,Y,Y,2025,1.2,확인불가,100,청주동부소방서,043-251-0124,,,,
724,동부-오창-지상-002-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 오창가좌4길 77-2,충청북도 청주시 청원구 오창읍 가좌리 348-1,36.74023811,127.3787281,집 담벼락 옆,오창119안전센터,N,Y,1900,1.0,4,100,청주동부소방서,043-251-0124,,,,
725,동부-오창-지상-007-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 두릉1길 126-2,충청북도 청주시 청원구 오창읍 두릉리 158-3,36.74985537,127.3500795,도로 옆,오창119안전센터,N,Y,1900,1.0,3,100,청주동부소방서,043-251-0124,,,,
726,동부-오창-지상-014-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 백현2길 1,충청북도 청주시 청원구 오창읍 백현리 139-6,36.71753111,127.3558111,주택 앞 사거리,오창119안전센터,N,Y,1900,1.0,4.5,50,청주동부소방서,043-251-0124,,,,
727,동부-오창-지상-015-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 오산가좌로 654,충청북도 청주시 청원구 오창읍 백현리 산17-11,36.71717111,127.3658111,중부창고 건너편,오창119안전센터,Y,Y,1900,1.0,3,50,청주동부소방서,043-251-0124,,,,
728,동부-오창-지상-027-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 성재방화동길 23-2,충청북도 청주시 청원구 오창읍 성재리 551-1,36.72453656,127.3291902,주택 앞,오창119안전센터,Y,Y,1900,1.0,3,100,청주동부소방서,043-251-0124,,,,
729,동부-오창-지상-029-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 성재1길 22-2,충청북도 청주시 청원구 오창읍 성재리 75,36.72893111,127.3520811,화단 내 위치,오창119안전센터,N,Y,1900,1.0,3,100,청주동부소방서,043-251-0124,,,,
730,동부-오창-지상-082-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 구룡6길 12 (토담주택),충청북도 청주시 청원구 오창읍 구룡리 461,36.71175836104,127.41595519924,토담주택 앞,오창119안전센터,Y,Y,2024,1.5,5,100,청주동부소방서,043-251-0124,,,,
731,동부-오창-지상-083-(공),지상식,충청북도,청주시,43114,충청북도 청주시 청원구 오창읍 구룡6길 56-2,충청북도 청주시 청원구 오창읍 구룡리 411-8,36.710837240135,127.41716458322,선우빌2 주택 인근,오창119안전센터,Y,Y,2024,1.6,5,100,청주동부소방서,043-251-0124,,,,
